rank,manga_name,autors,chapters_published,status,reading_type
1384,Action Idols - Age of Young Dragons,KIM Tae-Gwan,25,Ongoing,Left to Right
1385,Maken-ki,"Takeda, Hiromitsu (Story & Art)",99,Ongoing,Right to Left
1386,Until Death Do Us Part,"Takashige, Hiroshi (Story)",212,Ongoing,Right to Left
1387,Aishiteruze Baby,Maki Youko,33,Completed,Right to Left
1388,Akatsuki!! Otokojuku,MIYASHITA Akira,200,Completed,Right to Left
1389,Non Non Biyori,Atto,43,Ongoing,Right to Left
1390,Oresama Teacher,"Izumi, Tsubaki (Story & Art)",168b,Ongoing,Right to Left
1391,Soul Gadget Radiant,"Ohmori, Aoi  (Story & Art)",35,Ongoing,Right to Left
1392,Anikoi,GOTSUBO Ryuuji,3,Ongoing,Right to Left
1393,Mahouka Koukou no Rettousei - Tsuioku Hen,SATOU Tsutomu,17,Ongoing,Right to Left
1394,Tsubasa to Hotaru,Haruta Nana,53,Ongoing,Right to Left
1395,At Each Other's Throats,Sengae,112,Ongoing,Right to Left
1396,Dragons Rioting,No Sensei,29,Ongoing,Right to Left
1397,JC no Life!,Engiyoshi,28,Ongoing,Right to Left
1398,Jikkyou!! Izumi-kun no Koi Moyou,Harada Shigemitsu,5,Ongoing,Right to Left
1399,Watashi ni xx Shinasai!,Ema Tooyama,74,Ongoing,Right to Left
1400,Yume no Naka de Kimi wo Sagashite,ORYUU Aya,10,Ongoing,Right to Left
1401,Tamatama Harassment,NAGAOKA Taichi,7,Ongoing,Right to Left
1402,Kuroko no Basuke - Extra Game,FUJIMAKI Tadatoshi,8,Ongoing,Right to Left
1403,Suisei no Gargantia,Oceanos,13,Completed,Right to Left
1404,Black Umbrella,One Day Studio,2,Ongoing,Right to Left
1405,Junai Sensation,OBAYASHI Miyuki,23,Ongoing,Right to Left
1406,Hime no Dameshi,Nikaidou Kou,26,Ongoing,Right to Left
1407,School Rumble,KOBAYASHI Jin,22,Ongoing,Right to Left
1408,Confessing Truthfully,"Ryu, Riang (Story & Art)",34,Ongoing,Left to Right
1409,Spirit Circle,MIZUKAMI Satoshi,45,Ongoing,Right to Left
1410,Iinchou no Himegoto,AIKAWA Saki (Story & Art),2,Completed,Right to Left
1411,Mahouka Koukou no Yuutousei,SATOU Tsutomu,78,Ongoing,Right to Left
1412,Count Cain,"Yuki, Kaori (Story & Art)",25,Completed,Right to Left
1413,Ai Kora,"Inoue, Kazurou",119,Completed,Right to Left
1414,Aiki,Isutoshi,98,Completed,Right to Left
1415,Hell Blade,No Sensei,4,Ongoing,Left to Right
1416,Code Breaker,"Kamijyo, Akimine",230,Completed,Right to Left
1417,Persona 4,"Sogabe, Shuji (Story & Art)",17,Ongoing,Right to Left
1418,REC,"Hanamizawa, Q-taro (Story & Art)",59,Ongoing,Right to Left
1419,Kenka Shoubai,KITA Yasuaki,21,Ongoing,Right to Left
1420,Futari no Lion,Furuya Nagisa,1,Ongoing,Right to Left
1421,Karneval,"Mikanagi, Touya (Story & Art)",160f,Ongoing,Right to Left
1422,Torikae Fuukaden,YANAHARA Nozomi,4,Completed,Right to Left
1423,Steins Gate,"5pb X Nitroplus (Story), SARACHI Yomi (Art)",17,Ongoing,Right to Left
1424,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai.,OKADA Mari,13,Ongoing,Right to Left
1425,1/2 Prince,"Yu Wo (Story), Choi Hong Chong (Art)",78,Ongoing,Right to Left
1426,Prince and Yamori,"Amano, Taka (Story & Art)",1,Ongoing,Right to Left
1427,Taboo-Tattoo,Shinjirou (Story & Art),65,Ongoing,Right to Left
1428,Aishiteru tte Itte mo Ii yo,ODA Aya,9,Completed,Right to Left
1429,Asa Chun!,HANAYA En,4,Completed,Right to Left
1430,Juushin Enbu,"Arakawa, Hiromu (Story & Art)",20,Ongoing,Right to Left
1431,Mou Hitori no Marionette,SAITOU Chiho,47,Completed,Right to Left
1432,Himitsu no Reptiles,Gujira,135,Ongoing,Right to Left
1433,Samurai Champloo,"Watanabe, Shinichiro (Story), Gotsubo, Masaru (Art)",10,Completed,Right to Left
1434,Gendai Majo Zukan,ISAKI Uta,6,Ongoing,Right to Left
1435,Golden Spoon,HD3,7,Ongoing,Right to Left
1436,Reimei no Arcana,"Toma, Rei (Story & Art)",52,Ongoing,Right to Left
1437,Sekainohate de Aimashou,No Sensei,1,Ongoing,Right to Left
1438,Spiral - Suiri no Kizuna,"Shirodaira, Kyou (Story), Mizuno, Eita (Art)",77,Ongoing,Right to Left
1439,Kyoufu Kansen,OCHAZUKE Nori,9,Ongoing,Right to Left
1440,Maze Age Z,Seong Sang Yeong,26,Ongoing,Left to Right
1441,Family Compo,"Tsukasa, Hojo (Story & Art)",101,Ongoing,Right to Left
1442,Grashros,KANESHIRO Muneyuki,47,Ongoing,Right to Left
1443,Devil Survivor 2 - Show Your Free Will,Atlus,11,Completed,Right to Left
1444,No Bra,"Kawatsu, Kenjiro (Story & Art)",31,Ongoing,Right to Left
1445,Bloody Kiss,Furumiya Kazuko,28,Completed,Right to Left
1446,Seto No Hanayome,KIMURA Tahiko,76,Ongoing,Right to Left
1447,Saint Seiya Episode G. - Assassin,Kurumada Masami,118,Ongoing,Right to Left
1448,Full Drive,ONO Genki,16,Ongoing,Right to Left
1449,Shingeki! Kyojin Chuugakkou,"ISAYAMA Hajime, NAKAGAWA Saki",15,Ongoing,Right to Left
1450,The Lawless,Khoo Fuk-Lung,12,Ongoing,Right to Left
1451,Ichiban Ushiro no Daimaou,"Itou, Souichi (Art), Mizuki, Shoutarou (Story)",47,Ongoing,Right to Left
1452,Otome Youkai Zakuro,"Hoshino, Lily",77,Ongoing,Right to Left
1453,My Phoenix's on Top,No Sensei,46,Ongoing,Right to Left
1454,H2,"Adachi, Mitsuru",338,Completed,Right to Left
1455,A Period of Bandaged Girls,Sudou Yumi,1,Ongoing,Right to Left
1456,NUTMEG,Otsu Hiyori,2,Ongoing,Right to Left
1457,Inumimi,"Nakajima, Rei (Story & Art)",19,Completed,Right to Left
1458,Shiro Ari,Pepu,64,Ongoing,Right to Left
1459,Donten ni Warau,KARAKARA Kemuri,29,Completed,Right to Left
1460,Princess,HAN Seung-Won,34,Completed,Left to Right
1461,Togari Shiro,NATSUME Yoshinori,18,Ongoing,Right to Left
1462,Destro 246,TAKAHASHI Keitarou,32,Ongoing,Right to Left
1463,Mattaku Saikin no Tantei to Kitara,Masakuni Igarashi,25,Ongoing,Right to Left
1464,Divine Bells,LEE Hye,139,Ongoing,Left to Right
1465,Tenkyuugi - Sephirahnatus,"Seno, Tatsune (Story & Art), Takamiya, Aya (Story & Art)",38,Ongoing,Right to Left
1466,Unbreakable Machine Doll,KAITOU Reiji,51,Ongoing,Right to Left
1467,Tonari no Kashiwagi-san,SHIMOTSUKI Kinusa,82,Ongoing,Right to Left
1468,Blossomed Flower,FUJIKURA Mao,1,Completed,Right to Left
1469,Kinnikuman,Yudetamago,393,Ongoing,Right to Left
1470,Ai Ore!,"Shinjou, Mayu (Story & Art)",23,Ongoing,Right to Left
1471,Shoujo Shounen Gakkyuudan,FUJIMURA Mari,23,Ongoing,Right to Left
1472,My Sweet Honey?,YOSHIII Yu,1,Completed,Right to Left
1473,Umineko no Naku Koro ni Chiru Episode 7: Requiem of the Golden Witch,Ryukishi 07,48,Ongoing,Right to Left
1474,Misumaruka Koukoku Monogatari,"HAYASHI Tomoaki (Story), ASAKAWA Keiji (Art)",23,Completed,Right to Left
1475,Akumu no Sumu Ie - Ghost Hunt,ONO Fuyumi,22,Ongoing,Right to Left
1476,Hareluya II BOY,UMEZAWA Haruto,295,Ongoing,Right to Left
1477,Final Fantasy XII,AMOU Gin (Story & Art),19,Completed,Right to Left
1478,Plastic Memories - Say to Good-bye,Yuuyuu,20,Ongoing,Right to Left
1479,Shan Hai Ni Zhan,Khoo Fuk-lung,31,Ongoing,Left to Right
1480,The Lucifer and Biscuit Hammer,"Mizukami, Satoshi (Story & Art)",65,Completed,Right to Left
1481,Shaman King: Red Crimson,Takei Hiroyuki,16,Ongoing,Right to Left
1482,Ore Monogatari!!,KAWAHARA Kazune,53,Ongoing,Right to Left
1483,Doronkyu,YOSHIMURA Kai,14,Ongoing,Right to Left
1484,Corpse Party: Book of Shadows,Kedouin Makoto,17,Ongoing,Right to Left
1485,Journey to the West,Zheng Jian He,25,Ongoing,Right to Left
1486,Skill of Lure,WOO Sang-Ho,30,Ongoing,Left to Right
1487,341st RMR Battlegroup,Rei Hiroe,7e,Ongoing,Right to Left
1488,Nichijou,ARAWI Keiichi,234,Ongoing,Right to Left
1489,Higurashi No Naku Koro Ni Kai - Meakashi,"Houjou, Yutori (Art), Ryukishi07 (Story)",21,Ongoing,Right to Left
1490,2.5 Jigen Kareshi,Aoi Mitsu,8,Ongoing,Right to Left
1491,Melt Away! Mizore-chan,Tabi Hanao,58,Ongoing,Right to Left
1492,Adekan,"Nao, Tsukiji (Story & Art)",64,Ongoing,Right to Left
1493,Blood Parade,KARASAWA Kazuyoshi,12,Ongoing,Right to Left
1494,Guyver,"Takaya, Yoshiki (Story & Art)",200,Ongoing,Right to Left
1495,Maohritsu Chu-boss Yousei Academia,Bakanoko,7,Ongoing,Right to Left
1496,Major,MITSUDA Takuya,55,Completed,Right to Left
1497,Innocent Rouge,SAKAMOTO Shinichi,79,Ongoing,Right to Left
1498,The Strongest,Rong Rong,22,Ongoing,Left to Right
1499,Caramel Theater,Juice,6,Ongoing,Right to Left
1500,Two Souls,Tama (ii),16,Ongoing,Right to Left
1501,Death Sweeper,KITAGAWA Shou,43,Completed,Right to Left
1502,Clannad,Key,28,Ongoing,Right to Left
1503,Vongola GP Kuru!,TOSHINORI Takayama (Story & Art),1,Ongoing,Right to Left
1504,Ibitsu,RYOU Haruka (Story & Art),14,Completed,Right to Left
1505,Zui Wu Dao,Feng Li Shui Xang,47,Ongoing,Left to Right
1506,Crows Zero II - Suzuran x Houen,TAKAHASHI Hiroshi,52,Ongoing,Right to Left
1507,Ningen Shikkaku,"Furuya, Usamaru (Story & Art), Dazai, Osamu (Story)",8,Ongoing,Right to Left
1508,Techigai Desu ga Heroine Desu,Tsukitomo Yuu,10,Ongoing,Right to Left
1509,Beshari Gurashi,"Morita, Masanori (Story & Art)",1,Ongoing,Right to Left
1510,Tonari no Atashi,NANBA Atsuko,36,Completed,Right to Left
1511,HAKUI NO OU-SAMA,Ayase Retsu,24,Ongoing,Right to Left
1512,Fei Xi Yan Xue,Unknown,10,Ongoing,Right to Left
1513,Majimoji Rurumo,WATANABE Wataru,26,Completed,Right to Left
1514,Defense Devil,"Youn, In-Wan, Yang, Kyung-II",100,Ongoing,Right to Left
1515,Kami-sama wa Ikiru no ga Tsurai,TOYOTA Yuu,11,Ongoing,Right to Left
1516,Eiyuu Densetsu - Sen no Kiseki,EMURA Mao,7,Ongoing,Right to Left
1517,I Love You Baby,KOMORI Mikko,1,Completed,Right to Left
1518,Spider-Man,No Sensei,Published.,Ongoing,Right to Left
1519,Higurashi No Naku Koro Ni - Matsuribayashi,"Ryukishi07 (Story), Suzuragi, Karin (Art)",14,Ongoing,Right to Left
1520,Kochou no Yumeji,Shima,183,Ongoing,Right to Left
1521,Barajou no Kiss,"Shouoto, Aya (Story & Art",41,Completed,Right to Left
1522,Kurikaesu,Harada,1,Ongoing,Right to Left
1523,11 Eyes,"LASS (Story), AYANO Naoto (Art)",11,Ongoing,Right to Left
1524,Red River,"Shinohara, Chie (Story & Art)",97,Ongoing,Left to Right
1525,"Niji, Amaete yo.",Aoki Kotomi,8,Ongoing,Right to Left
1526,Real Account,Okushou,45,Ongoing,Right to Left
1527,6 no Trigger,TALI,20,Completed,Right to Left
1528,Fire Emblem - Ankokuryuu to Hikari no Ken,HAKODA Maki,54,Completed,Right to Left
1529,Shinyaku Marchen,Sound Horizon,36,Ongoing,Right to Left
1530,Sekai no Owari ni Shiba Inu to,Ishihara Yuu,43e,Ongoing,Right to Left
1531,Story in the Forbidden City,???,1,Ongoing,Right to Left
1532,Hayate the Combat Butler,Hata Kenjiro,569,Ongoing,Right to Left
1533,Yu-Gi-Oh! 5Ds,No Sensei,29,Ongoing,Right to Left
1534,Ani ga Imouto de Imouto ga Ani de.,KURUMATANI Haruko,23,Ongoing,Right to Left
1535,Touch,ADACHI Mitsuru,26,Completed,Right to Left
1536,Mahouka Koukou no Rettousei - Kyuukousen-hen,SATOU Tsutomu,31,Ongoing,Right to Left
1537,Kiwaguro no Brynhildr,OKAMOTO Lynn,181,Completed,Right to Left
1538,"CEO Above, Me Below",Unknown,1,Ongoing,Right to Left
1539,Umineko no Naku Koro ni Episode X,HIIRO Yuki,4,Ongoing,Right to Left
1540,Sora no Yousei,IKE Junko,3,Completed,Right to Left
1541,Peach Milk Crown,Tahara Kazunori,6,Ongoing,Right to Left
1542,Tale of Nezha,Mao Mao Jia,20,Ongoing,Left to Right
1543,Battle Royale 2: Blitz Royale,TAKAMI Koushun,19,Completed,Right to Left
1544,Shinrei Tantei Yakumo,"Kaminaga, Manabu (Story), Miyako, Ritsu (Art)",9,Completed,Right to Left
1545,10 Dance,INOUE Satou,39,Ongoing,Right to Left
1546,Lets Lagoon,"Okazaki, Takeshi (Story & Art)",65,Ongoing,Right to Left
1547,Dear Brother!,ENJOUJI Maki,7,Ongoing,Right to Left
1548,Angel Beats! - Heaven's Door,"Key, MAEDA Jun",77,Ongoing,Right to Left
1549,Golden Time (Umechazuke),TAKEMIYA Yuyuko,49,Ongoing,Right to Left
1550,Godeath - Megane no Ketsumyaku,"Shiozaki, Yuji (Story & Art)",2,Ongoing,Right to Left
1551,Kingdom Hearts 2,NOMURA Tetsuya,63,Ongoing,Right to Left
1552,Sousei no Onmyouji: Adashino Benio-hen,Sukeno Yoshiaki,2,Ongoing,Right to Left
1553,81 Diver,SHIBATA Yokusaru,375,Completed,Right to Left
1554,Seishun Kouryakuhon,AKIZUKI Sorata,7,Completed,Right to Left
1555,Magic the Gathering,"MURAYAMA Yoshitaka, Wizards Of The Coast",13,Ongoing,Right to Left
1556,Kyou Kara Maou!,TAKABAYASHI Tomo,117,Ongoing,Right to Left
1557,Orange Marmalade,Seok Woo,120,Ongoing,Left to Right
1558,xxxHolic,"Ohkawa Ageha, Clamp",213,Ongoing,Right to Left
1559,Otonari Complex,NONOMURA Saku,40,Ongoing,Right to Left
1560,Dispatch,KOBAYASHI Hiyoko (Story & Art),4,Ongoing,Right to Left
1561,Over Drive,YASUDA Tsuyoshi,77,Ongoing,Right to Left
1562,Hajimari no Niina,MINAMORI Koyomi,19,Ongoing,Right to Left
1563,Imawa No Kuni No Alice,ASOU Haro,64,Ongoing,Right to Left
1564,Akazukin Eliza,"Kano, Yasuhiro (Story & Art)",0,Completed,Right to Left
1565,Butsu Zone,TAKEI Hiroyuki,3,Completed,Right to Left
1566,Tekken Chinmi Legends,"Maekawa, Takeshi (Story & Art)",162,Ongoing,Right to Left
1567,Infinite Dendrogram,Kaidou Sakon,59,Ongoing,Right to Left
1568,Nononono,Okamoto Lynn,142,Completed,Right to Left
1569,Nagareboshi Lens,MURATA Mayu,31,Ongoing,Right to Left
1570,Shin Angyo Onshi,"Youn, In-Wan (Story), Yang, Kyung-II (Art)",75,Completed,Left to Right
1571,Usotsuki Ouji to Nisemono Kanojo,MIASA Rin,18,Ongoing,Right to Left
1572,5-ji kara 9-ji made,AIHARA Miki,21,Ongoing,Right to Left
1573,Qin Si,Mu Lin,28,Ongoing,Right to Left
1574,Slayers Light Magic,"MURAMATSU Yoshijiro (Story), SASAKI Shin (Art)",9,Completed,Right to Left
1575,Boku wa Beatles,FUJII Tetsuo,50,Ongoing,Right to Left
1576,Akane-chan Overdrive,Kawashita Mizuki,10,Completed,Right to Left
1577,Okane ga Nai,"Shinozaki, Hitoyo (Story), Kousaka, Tohru (Art)",79e,Ongoing,Right to Left
1578,21st Century Boys,Urasawa Naoki,16,Completed,Right to Left
1579,Anne no Seishun,IGARASHI Yumiko,6,Completed,Right to Left
1580,Kimi ni Happiness,ICHINOSE Ruka,5,Ongoing,Right to Left
1581,I Am A Killer Maid,No Sensei,63,Ongoing,Right to Left
1582,Wizardy Zeo,"FUKUHARA Renji, IWAHARA Keishi",Published.,Completed,Right to Left
1583,Megalomania,No Sensei,16,Ongoing,Right to Left
1584,Himegoto - Juukyuusai no Seifuku,MINENAMI Ryo,98,Completed,Right to Left
1585,3 am Dangerous Zone,NEMU Youko,15,Completed,Right to Left
1586,Chasing Star Moon,Miao Ke,202,Ongoing,Right to Left
1587,Kare to Kanojo no Chiguhagu,Manako,3,Ongoing,Right to Left
1588,Maji de Watashi ni Koi Shinasai!,Minato Soft,32,Ongoing,Right to Left
1589,Ikoku no Doctor,Catherine Spencer,3,Completed,Right to Left
1590,City of Darkness,Yu Er,91,Ongoing,Right to Left
1591,The Red Soul,"LEE Jong-Kyu (Story), KANG Jae-Sin (Art)",21,Ongoing,Left to Right
1592,Nicoichi,"Kindaichi, Renjuro (Story & Art)",62,Ongoing,Right to Left
1593,The Horror Mansion,No Sensei,42,Ongoing,Right to Left
1594,Imadoki no Wakai Mon wa,Yoshitani Kouhei,16,Ongoing,Right to Left
1595,God of Bath,HA Il-Kwon,30,Completed,Left to Right
1596,Get Love!,"Ikeyamada, Go (Story & Art)",28,Ongoing,Right to Left
1597,Dame na Watashi ni Koishite Kudasai,NAKAHARA Aya,39,Ongoing,Right to Left
1598,First Girl,Saitou Chiho,18,Completed,Right to Left
1599,Video Girl AI,"Katsura, Masakazu",116,Completed,Right to Left
1600,Till Dawn,NAKAMURA Asumiko,1,Ongoing,Right to Left
1601,Yumeiro Patissiere,"Matsumoto, Natsumi (Story & Art)",42,Ongoing,Right to Left
1602,Magikano,"Momose, Takeaki (Story & Art)",52,Ongoing,Right to Left
1603,The Evil Sorceress Plans to Survive!,Yi Ge Da Cheng Zi,10,Ongoing,Left to Right
1604,Acid Town,Kyuugou (Story & Art),53,Ongoing,Right to Left
1605,"Onna Kishi-san, Jusco Ikou yo",Itou Hiro,3,Ongoing,Right to Left
1606,S. I. D.,Sa Da Ham,130,Ongoing,Left to Right
1607,Dangan Honey,MINATUKI Tunami,12,Ongoing,Right to Left
1608,Wakabayashi Toshiya's 4-koma Collection,No Sensei,45,Ongoing,Right to Left
1609,The New Kurosawa,FUKUMOTO Nobuyuki,105,Ongoing,Right to Left
1610,Zetsuen no Tempest,"Shirodaira, Kyou (Story), Saizaki, Ren (Story & Art)",44,Ongoing,Right to Left
1611,Hitotsu Yane no Shita no,FUJI Koyomi,18,Completed,Right to Left
1612,Fairy Tail Omake,MASHIMA Hiro,2,Ongoing,Right to Left
1613,Ano Natsu de Matteru,I*Chi*Ka,11,Ongoing,Right to Left
1614,Hakaijuu,HONDA Shingo,26,Ongoing,Right to Left
1615,Max Lovely,"Kurahashi, Erika (Story & Art)",26a,Ongoing,Right to Left
1616,Gakuen Alice,Higuchi Tachibana,180,Ongoing,Right to Left
1617,Haru,AYASE Umi,4,Ongoing,Right to Left
1618,Fudanshism,No Sensei,16,Ongoing,Right to Left
1619,Itoshi no Karin,HORI Inko,20,Ongoing,Right to Left
1620,Kuyashii Kedo Kimi ga Suki,Yoshinaga Yuu,4,Ongoing,Right to Left
1621,Totally Captivated,"Yoo, Hajin (Story & Art)",49,Completed,Right to Left
1622,Breakaway,No Sensei,1,Ongoing,Right to Left
1623,Welcome to Ghost City,Yoodeul,35,Ongoing,Left to Right
1624,Soredemo Machi wa Mawatteiru,ISHIGURO Masakazu,133,Ongoing,Right to Left
1625,Hero Mask,Okabe Takashi,19,Ongoing,Right to Left
1626,Cat Street,"Kamio, Yoko (Story & Art)",35,Completed,Right to Left
1627,Koi ja Nai no da!,NANAJIMA Kana,9,Completed,Right to Left
1628,Gakuen Heaven,U-jin,42,Ongoing,Right to Left
1629,Dogs,MIWA Shirow,7,Completed,Right to Left
1630,Zettai Joousei,NARUMI Naru,12,Completed,Right to Left
1631,Shana oh Yoshitsune,SAWADA Hirofumi,78,Completed,Right to Left
1632,Solanin,"Asano, Inio (Story & Art)",28,Completed,Right to Left
1633,Kara no Kyoukai: The Garden of Sinners,Tenkuu Sphere,72,Ongoing,Right to Left
1634,Mizutama Honey Boy,Ike Junko,52,Ongoing,Right to Left
1635,Uso Kano,HAYASHI Mikase,12,Ongoing,Right to Left
1636,Dororon Enma-kun,NAGAI Go,21,Ongoing,Right to Left
1637,Sengoku Strays,"Nanami, Shingo (Story & Art)",41,Ongoing,Right to Left
1638,The King of Fighters Zillion,Andy Seto,6,Ongoing,Right to Left
1639,Tonari no Koigataki,SHIRAISHI Yuki,12,Completed,Right to Left
1640,Neon Genesis Evangelion Gakuen Datenroku,"Ming, Ming (Story & Art)",22,Completed,Right to Left
1641,Ultimate Special High School,KIM Eun-Jung,2,Ongoing,Right to Left
1642,Koukou Debut,"Kawahara, Kazune",52,Completed,Right to Left
1643,Ashi-girl,MORIMOTO Kozueko,56,Ongoing,Right to Left
1644,Yuki wa Jigoku ni Ochiru no ka,FUJIWARA Hiro,22,Ongoing,Right to Left
1645,Code Geass: Shikkoku no Renya,Takuma Tomomasa,40,Ongoing,Right to Left
1646,Steins;Gate - Boukan no Rebellion,"5pb, Nitroplus",18,Completed,Right to Left
1647,Higurashi No Naku Koro Ni - Watanagashi,"Houjou, Yutori (Art), Ryukishi07 (Story)",12,Ongoing,Right to Left
1648,Team Medical Dragon,"Nogizaka Tarou, Nagai Akira",210,Ongoing,Left to Right
1649,Kamisama no Iutoori II,KANESHIRO Muneyuki,185,Ongoing,Right to Left
1650,Stalker,DAN Woo,38,Ongoing,Left to Right
1651,The Circumstances Leading to a Certain Magical Heavy Zashiki Warashi’s Simple Killer Princess's Marriage,"KAMACHI Kazuma,NISHINO Ryuu",9,Ongoing,Right to Left
1652,Seifuku Aventure - Chemical Reaction Of High School Students,Sanui Yuu,27,Ongoing,Right to Left
1653,Boku to Kanojo no Renai Mokuroku,SUKAJI,19,Completed,Right to Left
1654,Full Metal Panic,Gatou Shouji,57,Completed,Right to Left
1655,Denpa Onna to Seishun Otoko,IRUMA Hitoma,16,Ongoing,Right to Left
1656,Private Prince,ENJOUJI Maki (Story & Art),25,Completed,Right to Left
1657,Umineko no Naku Koro ni Episode 3,"Ryukishi07 (Story), Natsumi, Kei (Art)",22,Ongoing,Right to Left
1658,Bokurano,Kitoh Mohiro,65,Completed,Right to Left
1659,Kamisama no Iutoori (FUJIMURA Akeji),KANESHIRO Muneyuki,21,Ongoing,Right to Left
1660,Dethrone,TASHIRO Takuya,14,Ongoing,Right to Left
1661,Dousaibou Seibutsu,"Yumeka, Sumomo (Story & Art)",7,Completed,Right to Left
1662,Armitage the Third,"Konaka Chiaki, Ohtana Zarae",10,Ongoing,Right to Left
1663,Kyoukasho ni Nai!,"Okada, Kazuto (Story & Art)",29,Ongoing,Right to Left
1664,Ultimate Antihero,MISORA Riku,6,Ongoing,Right to Left
1665,Dusk Howler,No Sensei,91,Ongoing,Right to Left
1666,Buyuden,MITSUDA Takuya,134,Ongoing,Right to Left
1667,Mamono Hunter Youko,Miyao Gaku,6,Ongoing,Right to Left
1668,Roji Koibana,Asou Mikoto,3,Ongoing,Right to Left
1669,Kingyo Sou,No Sensei,7,Ongoing,Right to Left
1670,Shishunki Renaissance! Davide-kun,Kuroki Yuushin,17,Ongoing,Right to Left
1671,Flying Witch,ISHIZUKA Chihiro,84,Ongoing,Right to Left
1672,Konohana Teikitan,AMANO Sakuya,8,Completed,Right to Left
1673,Majo no Shinzou,Matoba,42,Completed,Right to Left
1674,Shugo Chara,Peach-Pit (Story & Art),48,Ongoing,Right to Left
1675,6 Weapons,Team_yahada,2,Ongoing,Left to Right
1676,Ginga Patrol Jako,TORIYAMA Akira,1,Ongoing,Right to Left
1677,Kuzu no Honkai,YOKOYARI Mengo,15,Ongoing,Right to Left
1678,Gundam Sousei,"Owada, Hideki (Story & Art)",24,Ongoing,Right to Left
1679,For the Sake of Dulcinea,HWANG Mi-Ri,24,Completed,Left to Right
1680,Star Wars,HONG Jacga,40,Ongoing,Left to Right
1681,Desert Punk,USUNE Masatoshi,139,Ongoing,Right to Left
1682,Samurai Ragazzi,KANEDA Tatsuya,39,Ongoing,Right to Left
1683,Haruka 17,YAMAZAKI Sayaka,188,Ongoing,Right to Left
1684,Doubt,"Tonogai, Yoshiki (Story & Art)",20,Completed,Right to Left
1685,Hana no Keiji,"ASO Mio, RYU Keiichiro",30,Completed,Right to Left
1686,Himedore,Minase Mayu,1,Ongoing,Right to Left
1687,EG Maker,TORIKAWA Sora,9,Ongoing,Right to Left
1688,Phi Brain - Kami no Puzzle,YADATE Hajime,11,Completed,Right to Left
1689,Heroine Shikkaku,KODA Momoko,36,Completed,Right to Left
1690,"Nineteen, Twenty-One","Johann (story), Jenna (Art)",21,Ongoing,Left to Right
1691,Shiki,"Fujisaki, Ryu (Art), Ono, Fuyumi (Story)",39,Ongoing,Right to Left
1692,Bastard,"Hagiwara, Kazushi",139,Ongoing,Right to Left
1693,7th Dragon,SEGA,2,Completed,Right to Left
1694,Shui Shen Qi Hui Juan,Piao Ti Ya,9e,Ongoing,Right to Left
1695,Lucifer no Migite,SERIZAWA Naoki,20,Completed,Right to Left
1696,Guomin Laogong Dai Huijia,Ye Fei Ye,31,Ongoing,Right to Left
1697,Sensei to Watashi,"Minase, Ai (Story & Art)",8,Ongoing,Right to Left
1698,Ane Doki,"Kawashita, Mizuki",26,Ongoing,Right to Left
1699,Cynical Orange,"Yun, JiUn (Story & Art)",7,Ongoing,Left to Right
1700,Datte... Gaman Dekinai,Sugi Shippo,1,Ongoing,Right to Left
1701,Grand Sun,Emura (Story & Art),18,Completed,Right to Left
1702,Himitsu no Bara Juujidan,Hideki,9,Ongoing,Right to Left
1703,Field Trip,No Sensei,4,Ongoing,Left to Right
1704,Parfait Tic,"Nanaji, Nagamu (Story)",150,Ongoing,Right to Left
1705,Full Moon wo Sagashite,Tanemura Arina,30,Completed,Right to Left
1706,L-size Little Sister,No Sensei,15,Ongoing,Right to Left
1707,Nanatsu no Taizai: Seven Days,IWASA Mamoru,6,Ongoing,Right to Left
1708,Planetes,"Yukimura, Makoto (Story & Art)",26,Completed,Right to Left
1709,Goddess Creation System,San Fu Dongman,150,Ongoing,Left to Right
1710,Stop Bullying Me,"Shino, Natsuho (Story & Art)",0,Completed,Right to Left
1711,Zekkyou Gakkyuu,ISHIKAWA Emi,67,Ongoing,Right to Left
1712,13 Club,"Shihira, Tatsuya (Story & Art)",11,Ongoing,Right to Left
1713,Nin Koi,Suzuki Julietta,7,Ongoing,Right to Left
1714,009 Re:Cyborg,"ISHINOMORI Shotaro, KAMIYAMA Kenji",35,Ongoing,Right to Left
1715,Blue Cat Happy,MASHIMA Hiro,1,Completed,Right to Left
1716,Trump: Another Space Continuum,LEE Chae-Eun,403,Ongoing,Left to Right
1717,Rockin Heaven,"Sakai, Mayu (Story & Art)",21,Ongoing,Right to Left
1718,Yoru Made Matenai,"Oota, Saki (Story & Art)",28,Ongoing,Right to Left
1719,Meteora,KUKU Hayate,4,Ongoing,Right to Left
1720,Strange Dragon,ISHIHARA Keiko,12,Ongoing,Right to Left
1721,Tamashii Shizume,OGASAWARA Uki,12,Ongoing,Right to Left
1722,Bakusou!! Love Attack,WATANABE Shiho,4,Completed,Right to Left
1723,Bibi,CHOI Kyung-ah (Story & Art),47,Ongoing,Left to Right
1724,Akaki Tsuki no Mawaru Koro,KIGAWA Arata,10,Ongoing,Right to Left
1725,Datte Aishiteru,AKIRA Shouko,10,Ongoing,Right to Left
1726,Gokusen,"Morimoto, Kozueko (Story & Art)",156,Completed,Right to Left
1727,"Dad, the Beard Gorilla and I",Koike Sadaji,87,Ongoing,Right to Left
